row_id,decision,resolution_status,resolution_basis,resolved_state_json,queue,blocking,reason,league,club,club_tm_id,player,player_tm_id,dob,fm_id,fifa_id,native_club_id,target_club_id,identity_method,source,source_sha256,snapshot_date,technical_action,technical_conflict_code,technical_conflict
FM27-937364de9e9e54d0197aadcd,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,"External 2026/27 research resolves this as a current loan from native owner club_id 786442 to target club_id 786437, ending 2027-06-30. Use the project's proven active-loan start projection 2026-07-01.",,TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,CZE1,FK Jablonec,1322,Dominik Hollý,802836,2003-11-11,295996,70867,786442,786437,DOB_NAME,https://www.transfermarkt.de/fk-jablonec/kader/verein/1322/saison_id/2026/plus/1,fa6bc207fa67c20e0cd9ca574d81e19d3d8b6b77840b71993b1620a5a4b28b21,2026-09-12,SET_CURRENT_LOAN,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-9690cc6350a2633b61dcc53f,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,"External 2026/27 research resolves this as a current loan from native owner club_id 790538 to target club_id 786437, ending 2027-06-30. Use the project's proven active-loan start projection 2026-07-01.",,TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,CZE1,FK Jablonec,1322,Filip Vecheta,652051,2003-02-15,11552,0,790538,786437,DOB_NAME,https://www.transfermarkt.de/fk-jablonec/kader/verein/1322/saison_id/2026/plus/1,fa6bc207fa67c20e0cd9ca574d81e19d3d8b6b77840b71993b1620a5a4b28b21,2026-09-12,SET_CURRENT_LOAN,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-ee4290f7ccd638c2bf06b01b,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,"External 2026/27 research resolves this as a current loan from native owner club_id 790540 to target club_id 790538, ending 2026-12-31. Use the project's proven active-loan start projection 2026-07-01.",,TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,CZE1,FK Pardubice,1496,Vladimir Neuman,668311,2000-02-10,11264,0,790540,790538,DOB_NAME,https://www.transfermarkt.de/fk-pardubice/kader/verein/1496/saison_id/2026/plus/1,ff994ed3554101d4e2a5377d206e013ac142ca4f73f68a0c406e2cc0d305e0ef,2026-09-12,SET_CURRENT_LOAN,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2026-12-31; no replacement contract date supplied."
FM27-1b6607c64d7ec348edd65aee,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,"External 2026/27 research resolves this as a current loan from native owner club_id 917518 to target club_id 917530, ending 2027-06-30. Use the project's proven active-loan start projection 2026-07-01.",,TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,ENG1,Coventry City,990,Stephen Mfuni,1049020,2008-02-12,262642,0,917518,917530,DOB_NAME,https://www.transfermarkt.de/coventry-city/kader/verein/990/saison_id/2026/plus/1,f8b6df3a235487785b5388c90b2e9ed50f43a330cba1ff3e2ab5138484452aae,2026-09-12,SET_CURRENT_LOAN,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-e1c852485bb75c71d42944bb,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,External research confirms an active 2026/27 loan from owner club_id 3407878 to target club_id 2949128. Preserve the typed condition semantics and encode the current loan with the proven start projection.,,TYPED_CONDITION,YES,"Existing future, retirement, ban, or other condition requires a preserving typed plan",ESP1,UD Levante,3368,Thiago Fernández,1127730,2004-04-03,212122,275205,3407878,2949128,DOB_NAME,https://www.transfermarkt.de/ud-levante/kader/verein/3368/saison_id/2026/plus/1,53cacbbeea38cb2a390a7eeec2d36d336b94cb75602793ff1a9bacce28891775,2026-09-12,SET_CURRENT_LOAN_PRESERVE_TYPED_CONDITION,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-d881b53f16806f9c4eac7f9f,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,"External 2026/27 research resolves this as a current loan from native owner club_id 3538985 to target club_id 1179682, ending 2027-06-30. Use the project's proven active-loan start projection 2026-07-01.",,TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,FRA1,FC Le Mans,1164,Enzo Vagner,1027788,2006-07-28,222801,0,3538985,1179682,DOB_NAME,https://www.transfermarkt.de/fc-le-mans/kader/verein/1164/saison_id/2026/plus/1,3a1590b4702d0adc2e4906566f51e78d043b0e625e92b825b4e3d1a572fd483c,2026-09-12,SET_CURRENT_LOAN,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-241531f900caf204310a7388,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,"External 2026/27 research resolves this as a current loan from native owner club_id 1376433 to target club_id 1376421, ending 2027-06-30. Use the project's proven active-loan start projection 2026-07-01.",,TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,GER1,SC Paderborn 07,127,Deniz Zeitler,1108022,2006-12-13,280198,279116,1376433,1376421,DOB_NAME,https://www.transfermarkt.de/sc-paderborn-07/kader/verein/127/saison_id/2026/plus/1,2bc1c2dc6af19cdfe4c15f929f45c9c1b3aeb6d1349fe49c0cbceca9a06d7cde,2026-09-12,SET_CURRENT_LOAN,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-066e05b6c4579bb77c55e279,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,"External 2026/27 research resolves this as a current loan from native owner club_id 1376270 to target club_id 1376271, ending 2027-06-30. Use the project's proven active-loan start projection 2026-07-01.",,TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,GER1,SV Werder Bremen,86,Eren Dinkçi,645774,2001-12-13,277861,258316,1376270,1376271,DOB_NAME,https://www.transfermarkt.de/sv-werder-bremen/kader/verein/86/saison_id/2026/plus/1,0a7e36159d0c7ffd555ab7f3ffa226b0cf286e7a1a009e2dca794bd509bbd26e,2026-09-12,SET_CURRENT_LOAN,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-8a4bd8784f0598fa5d769188,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,"External 2026/27 research resolves this as a current loan from native owner club_id 1376301 to target club_id 1376278, ending 2027-06-30. Use the project's proven active-loan start projection 2026-07-01.",,TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,GER2,SG Dynamo Dresden,129,Kennedy Okpala,1104418,2004-12-17,272084,274999,1376301,1376278,DOB_NAME,https://www.transfermarkt.de/sg-dynamo-dresden/kader/verein/129/saison_id/2026/plus/1,e7de409708fb7109444d4f9163d9959ec24a63b876d33dbfb1a3f2afff6bb65f,2026-09-12,SET_CURRENT_LOAN,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-fc378fd08ff871fc0ec2f7b3,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,"External 2026/27 research resolves this as a current loan from native owner club_id 1376271 to target club_id 1376278, ending 2027-06-30. Use the project's proven active-loan start projection 2026-07-01.",,TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,GER2,SG Dynamo Dresden,129,Patrice Covic,1114155,2007-06-25,280808,76111,1376271,1376278,DOB_NAME,https://www.transfermarkt.de/sg-dynamo-dresden/kader/verein/129/saison_id/2026/plus/1,e7de409708fb7109444d4f9163d9959ec24a63b876d33dbfb1a3f2afff6bb65f,2026-09-12,SET_CURRENT_LOAN,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-944ff0d9f835811bad952b68,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,"External 2026/27 research resolves this as a current loan from native owner club_id 1376888 to target club_id 1376539, ending 2027-06-30. Use the project's proven active-loan start projection 2026-07-01.",,TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,GER3,TSV Havelse 1912,476,Alexander Guiddir,1292676,2006-12-12,101936,0,1376888,1376539,DOB_NAME,https://www.transfermarkt.de/tsv-havelse/kader/verein/476/saison_id/2026/plus/1,b4490298444b6e31458c6e927b4ab3fff5378977e083c471be7a43b9938c0f59,2026-09-12,SET_CURRENT_LOAN,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-a6dff50478fd295a3130d96d,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,"External 2026/27 research resolves this as a current loan from native owner club_id 1376283 to target club_id 1376429, ending 2027-06-30. Use the project's proven active-loan start projection 2026-07-01.",,TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,GER3,Fortuna Düsseldorf 1895,38,Andreas Müller,438315,2000-07-20,276193,257283,1376283,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,SET_CURRENT_LOAN,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-dfc472c5f7aa295a7b58ddd4,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,External research confirms an active 2026/27 loan from owner club_id 1376270 to target club_id 1376265. Preserve the typed condition semantics and encode the current loan with the proven start projection.,,TYPED_CONDITION,YES,"Existing future, retirement, ban, or other condition requires a preserving typed plan",GER3,FC Hansa Rostock,30,Jaaso Jantunen,741578,2005-01-31,277876,274568,1376270,1376265,DOB_NAME,https://www.transfermarkt.de/fc-hansa-rostock/kader/verein/30/saison_id/2026/plus/1,6da33a7ccf32faa9ebb0b7823a0ee5537fb70bfe8ee363795199b5de4015e0f1,2026-09-12,SET_CURRENT_LOAN_PRESERVE_TYPED_CONDITION,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-479574459f81b0ade32cdd54,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,"External 2026/27 research resolves this as a current loan from native owner club_id 1376273 to target club_id 1376272, ending 2027-06-30. Use the project's proven active-loan start projection 2026-07-01.",,TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,GER3,VfB Stuttgart,102,Jonathan Akaegbobi,905404,2006-04-25,275318,74561,1376273,1376272,DOB_NAME,https://www.transfermarkt.de/vfb-stuttgart-ii/kader/verein/102/saison_id/2026/plus/1,282836c83b3d06fc536ab783944214e6762cd5b47e8b5db9908690b0565ef593,2026-09-12,SET_CURRENT_LOAN,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-80a966f061ae4886d5462ffb,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,"External 2026/27 research resolves this as a current loan from native owner club_id 1376273 to target club_id 1376276, ending 2027-06-30. Use the project's proven active-loan start projection 2026-07-01.",,TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,GER3,TSV Alemannia Aachen,8,Kacper Koscierski,1058515,2007-06-23,275305,78776,1376273,1376276,DOB_NAME,https://www.transfermarkt.de/alemannia-aachen/kader/verein/8/saison_id/2026/plus/1,d50319c6c39283dd66c83e32c0e53c0fbab8eb26ba138f0fe6e86b3dfc2b9c0b,2026-09-12,SET_CURRENT_LOAN,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-50bd18c646817442157b6659,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,"External 2026/27 research resolves this as a current loan from native owner club_id 1376267 to target club_id 1376429, ending 2027-06-30. Use the project's proven active-loan start projection 2026-07-01.",,TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,GER3,Fortuna Düsseldorf 1895,38,Lukas Bornschein,910590,2005-06-03,275665,0,1376267,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,SET_CURRENT_LOAN,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-4e7f7b03a9929d5531a17513,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,"External 2026/27 research resolves this as a current loan from native owner club_id 1376271 to target club_id 1376419, ending 2027-06-30. Use the project's proven active-loan start projection 2026-07-01.",,TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,GER3,SC Preußen Münster,91,Wesley Adeh,1074523,2007-01-08,280811,75461,1376271,1376419,DOB_NAME,https://www.transfermarkt.de/preussen-munster/kader/verein/91/saison_id/2026/plus/1,358c233225c0f06e8cc0ea5bfec52949f3501471b53e29edc807611cd04332ae,2026-09-12,SET_CURRENT_LOAN,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-a1299c8d8bc5affeaeaa719f,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,"External 2026/27 research resolves this as a current loan from native owner club_id 1769476 to target club_id 1769480, ending 2027-06-30. Use the project's proven active-loan start projection 2026-07-01.",,TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,ITA1,Cagliari Calcio,1390,Alessandro Romano,911224,2006-06-17,278498,0,1769476,1769480,DOB_NAME,https://www.transfermarkt.de/cagliari-calcio/kader/verein/1390/saison_id/2026/plus/1,4d01f720bf6b2fb484bfc759a9f95eef9ef2c8d8f167551e1c287b989aa09415,2026-09-12,SET_CURRENT_LOAN,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-e08f396e6fc94de2438d52bc,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,"External 2026/27 research resolves this as a current loan from native owner club_id 917551 to target club_id 2228252, ending 2027-06-30. Use the project's proven active-loan start projection 2026-07-01.",,TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,NED1,SC Telstar,1434,Ar'jany Martha,572519,2003-09-04,267780,264221,917551,2228252,DOB_NAME,https://www.transfermarkt.de/sc-telstar/kader/verein/1434/saison_id/2026/plus/1,ae77e5dfbed0657e8ac7db9c5bfa54cdae9a9aa41389f9224cb5b1406e993f05,2026-09-12,SET_CURRENT_LOAN,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-49f810fbbc38d20d11181693,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,"External 2026/27 research resolves this as a current loan from native owner club_id 917519 to target club_id 2228239, ending 2027-06-30. Use the project's proven active-loan start projection 2026-07-01.",,TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,NED1,Willem II Tilburg,403,Chido Obi,1042886,2007-11-29,261742,77354,917519,2228239,DOB_NAME,https://www.transfermarkt.de/willem-ii-tilburg/kader/verein/403/saison_id/2026/plus/1,032766443b9dd7e08c2a2a00943278f8412892d9f759e398b82d7ef4e594d0db,2026-09-12,SET_CURRENT_LOAN,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-2017caa6c2c4cd8716cc8cc8,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,"External 2026/27 research resolves this as a current loan from native owner club_id 1507348 to target club_id 2490376, ending 2027-06-30. Use the project's proven active-loan start projection 2026-07-01.",,TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,POR1,CS Marítimo,1301,Gábor Szalai,830057,2000-06-09,107257,275644,1507348,2490376,DOB_NAME,https://www.transfermarkt.de/cs-maritimo/kader/verein/1301/saison_id/2026/plus/1,5cfc233404ec9b89440eac630270b3e1ade7aaa468abf0d7c72a774e94f85e1b,2026-09-12,SET_CURRENT_LOAN,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-c071730d62e966d5d9d57551,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,"External 2026/27 research resolves this as a current loan from native owner club_id 3932165 to target club_id 2490394, ending 2027-06-30. Use the project's proven active-loan start projection 2026-07-01.",,TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,POR1,CF Estrela Amadora,2431,Rodrigo Dudok,1062317,2007-07-23,243328,0,3932165,2490394,DOB_NAME,https://www.transfermarkt.de/cf-estrela-amadora/kader/verein/2431/saison_id/2026/plus/1,518e3a2e95f5774700d01db49dd50f80d4ccbc790493950412b68c785a7de654,2026-09-12,SET_CURRENT_LOAN,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-6c10dbc8468cd93ad773a377,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,"External 2026/27 research resolves this as a current loan from native owner club_id 2228241 to target club_id 2490372, ending 2027-06-30. Use the project's proven active-loan start projection 2026-07-01.",,TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,POR1,Benfica Lissabon,294,Souffian El Karouani,541134,2000-10-19,294870,262473,2228241,2490372,DOB_NAME,https://www.transfermarkt.de/benfica-lissabon/kader/verein/294/saison_id/2026/plus/1,957c9f94e6a34a4cd8987a26892c35f410ec61ced30153d1842a28e3a5d61504,2026-09-12,SET_CURRENT_LOAN,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-80751647d7d87674c9a404d6,ESCALATE_TECHNICAL,FOOTBALL_RESOLVED_TECHNICAL_PLAN_REQUIRED,"External 2026/27 research resolves this as a current loan from native owner club_id 12451844 to target club_id 3145820, ending 2027-06-30. Use the project's proven active-loan start projection 2026-07-01.",,TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,TUR1,Göztepe,1467,Richard Akonnor,1081721,2004-02-06,85463,0,12451844,3145820,DOB_NAME,https://www.transfermarkt.de/goztepe/kader/verein/1467/saison_id/2026/plus/1,7e750ea20c17f8114b86f2de82ca9a2830fe95988c05d73fe5e72a2f70c29e0f,2026-09-12,SET_CURRENT_LOAN,OWNER_CONTRACT_BEFORE_LOAN_END,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
